transaction_id,timestamp,payment_channel,bank_name,amount,status,failure_reason,hour,day_of_month,month,day_of_week,is_failed,is_night_window,is_salary_window
TXN002204,2024-02-02 11:32:15,Card,SBI,7050.5,Success,none,11,2,2,Friday,0,0,0
TXN002205,2024-03-12 06:02:50,UPI,SBI,11857.3,Failed,outside_neft_hours,6,12,3,Tuesday,1,0,0
TXN002206,2024-03-28 19:13:38,RTGS,SBI,17357.69,Failed,duplicate_txn,19,28,3,Thursday,1,0,1
TXN002207,2024-02-28 01:47:05,Card,SBI,44387.18,Failed,bank_server_timeout,1,28,2,Wednesday,1,1,1
TXN002208,2024-01-27 06:19:48,Card,SBI,1876.44,Success,none,6,27,1,Saturday,0,0,0
TXN002209,2024-03-04 03:23:41,NEFT,Axis,15240.58,Success,none,3,4,3,Monday,0,0,0
TXN002210,2024-01-23 02:42:28,UPI,SBI,1415.06,Success,none,2,23,1,Tuesday,0,0,0
TXN002211,2024-01-20 01:07:09,NEFT,Axis,34128.87,Success,none,1,20,1,Saturday,0,1,0
TXN002212,2024-02-23 15:24:32,NEFT,Axis,38307.51,Success,none,15,23,2,Friday,0,0,0
TXN002213,2024-02-11 17:19:01,Card,Kotak,6974.74,Success,none,17,11,2,Sunday,0,0,0
TXN002214,2024-03-28 02:30:12,RTGS,ICICI,17654.28,Success,none,2,28,3,Thursday,0,0,1
TXN002215,2024-03-30 03:15:17,UPI,HDFC,4690.34,Failed,duplicate_txn,3,30,3,Saturday,1,0,1
TXN002216,2024-03-13 13:44:40,Card,Kotak,28445.63,Success,none,13,13,3,Wednesday,0,0,0
TXN002217,2024-01-02 10:42:58,Card,HDFC,40649.83,Failed,bank_server_timeout,10,2,1,Tuesday,1,0,0
TXN002218,2024-02-12 13:54:33,UPI,SBI,15774.88,Success,none,13,12,2,Monday,0,0,0
TXN002219,2024-03-27 10:50:23,UPI,ICICI,6572.84,Success,none,10,27,3,Wednesday,0,0,0
TXN002220,2024-03-04 20:16:44,UPI,SBI,3911.26,Success,none,20,4,3,Monday,0,0,0
TXN002221,2024-01-20 23:41:26,NEFT,ICICI,44892.24,Success,none,23,20,1,Saturday,0,1,0
TXN002222,2024-02-13 01:31:38,Card,ICICI,39032.4,Failed,network_failure,1,13,2,Tuesday,1,1,0
TXN002223,2024-02-21 03:38:09,Card,ICICI,34918.81,Success,none,3,21,2,Wednesday,0,0,0
TXN002224,2024-01-06 05:49:24,UPI,Axis,35304.53,Success,none,5,6,1,Saturday,0,0,0
TXN002225,2024-01-28 03:56:37,UPI,HDFC,42087.13,Failed,invalid_account,3,28,1,Sunday,1,0,1
TXN002226,2024-03-13 00:46:20,NEFT,SBI,18682.26,Success,none,0,13,3,Wednesday,0,1,0
TXN002227,2024-01-14 18:47:37,UPI,HDFC,34947.26,Success,none,18,14,1,Sunday,0,0,0
TXN002228,2024-02-14 01:20:39,Wallet,SBI,24995.48,Failed,invalid_account,1,14,2,Wednesday,1,1,0
TXN002229,2024-02-27 02:41:56,NEFT,SBI,3080.03,Success,none,2,27,2,Tuesday,0,0,0
TXN002230,2024-02-07 06:38:10,NEFT,Axis,19294.7,Failed,network_failure,6,7,2,Wednesday,1,0,0
TXN002231,2024-02-06 19:53:45,UPI,Axis,26671.35,Success,none,19,6,2,Tuesday,0,0,0
TXN002232,2024-01-04 00:56:54,NEFT,ICICI,46867.47,Success,none,0,4,1,Thursday,0,1,0
TXN002233,2024-03-14 06:03:40,Card,ICICI,40531.16,Success,none,6,14,3,Thursday,0,0,0
TXN002234,2024-03-14 12:31:32,UPI,Kotak,21760.39,Success,none,12,14,3,Thursday,0,0,0
TXN002235,2024-03-11 19:13:12,Wallet,SBI,40389.1,Success,none,19,11,3,Monday,0,0,0
TXN002236,2024-03-11 00:44:37,Wallet,ICICI,42939.85,Success,none,0,11,3,Monday,0,1,0
TXN002237,2024-02-15 00:02:21,NEFT,Kotak,38473.72,Failed,duplicate_txn,0,15,2,Thursday,1,1,0
TXN002238,2024-02-15 08:57:48,Card,HDFC,6680.45,Failed,invalid_account,8,15,2,Thursday,1,0,0
TXN002239,2024-01-09 07:18:55,Wallet,Kotak,14861.66,Success,none,7,9,1,Tuesday,0,0,0
TXN002240,2024-01-04 17:57:32,RTGS,ICICI,13510.49,Success,none,17,4,1,Thursday,0,0,0
TXN002241,2024-03-04 09:40:21,Card,Kotak,715.72,Success,none,9,4,3,Monday,0,0,0
TXN002242,2024-03-05 03:43:14,UPI,ICICI,42394.87,Success,none,3,5,3,Tuesday,0,0,0
TXN002243,2024-01-02 16:14:03,NEFT,Axis,1946.49,Success,none,16,2,1,Tuesday,0,0,0
TXN002244,2024-03-02 22:02:56,Card,HDFC,20489.68,Success,none,22,2,3,Saturday,0,1,0
TXN002245,2024-01-08 17:21:27,UPI,Kotak,27617.25,Success,none,17,8,1,Monday,0,0,0
TXN002246,2024-02-12 18:17:54,UPI,ICICI,13051.09,Success,none,18,12,2,Monday,0,0,0
TXN002247,2024-01-23 01:55:28,RTGS,HDFC,43574.84,Success,none,1,23,1,Tuesday,0,1,0
TXN002248,2024-01-23 14:09:58,UPI,SBI,9294.35,Success,none,14,23,1,Tuesday,0,0,0
TXN002249,2024-02-12 17:59:38,NEFT,SBI,27715.05,Success,none,17,12,2,Monday,0,0,0
TXN002250,2024-03-10 09:01:16,Wallet,ICICI,904.3,Success,none,9,10,3,Sunday,0,0,0
TXN002251,2024-03-23 11:15:45,NEFT,SBI,30068.88,Success,none,11,23,3,Saturday,0,0,0
TXN002252,2024-01-08 12:32:22,NEFT,SBI,25600.67,Success,none,12,8,1,Monday,0,0,0
TXN002253,2024-02-01 15:08:36,NEFT,Axis,3662.52,Success,none,15,1,2,Thursday,0,0,0
TXN002254,2024-01-28 11:38:04,UPI,ICICI,30387.64,Failed,duplicate_txn,11,28,1,Sunday,1,0,1
TXN002255,2024-03-28 03:04:31,RTGS,Axis,47129.73,Success,none,3,28,3,Thursday,0,0,1
TXN002256,2024-01-04 00:36:07,UPI,SBI,14614.54,Failed,outside_neft_hours,0,4,1,Thursday,1,1,0
TXN002257,2024-01-03 11:30:05,UPI,HDFC,40420.91,Success,none,11,3,1,Wednesday,0,0,0
TXN002258,2024-03-16 19:34:03,Card,Kotak,35670.73,Success,none,19,16,3,Saturday,0,0,0
TXN002259,2024-02-06 18:45:37,Card,SBI,32887.26,Success,none,18,6,2,Tuesday,0,0,0
TXN002260,2024-03-15 01:00:51,Wallet,SBI,47763.45,Success,none,1,15,3,Friday,0,1,0
TXN002261,2024-01-22 19:18:42,NEFT,Kotak,31553.19,Success,none,19,22,1,Monday,0,0,0
TXN002262,2024-02-22 07:53:06,Card,Kotak,39930.46,Success,none,7,22,2,Thursday,0,0,0
TXN002263,2024-03-05 00:02:31,NEFT,Axis,15915.27,Failed,outside_neft_hours,0,5,3,Tuesday,1,1,0
TXN002264,2024-01-29 10:53:29,Wallet,ICICI,12229.36,Success,none,10,29,1,Monday,0,0,1
TXN002265,2024-02-05 03:26:22,UPI,ICICI,37434.6,Failed,network_failure,3,5,2,Monday,1,0,0
TXN002266,2024-02-13 04:56:33,Card,Axis,18157.87,Success,none,4,13,2,Tuesday,0,0,0
TXN002267,2024-02-19 02:14:04,UPI,ICICI,32701.16,Success,none,2,19,2,Monday,0,0,0
TXN002268,2024-02-13 14:10:16,Card,HDFC,28510.18,Success,none,14,13,2,Tuesday,0,0,0
TXN002269,2024-01-13 03:55:35,Wallet,HDFC,38844.77,Success,none,3,13,1,Saturday,0,0,0
TXN002270,2024-02-26 18:34:43,RTGS,Kotak,13087.92,Success,none,18,26,2,Monday,0,0,0
TXN002271,2024-01-31 11:18:37,UPI,Axis,21109.03,Success,none,11,31,1,Wednesday,0,0,1
TXN002272,2024-02-25 22:12:16,NEFT,HDFC,45003.64,Success,none,22,25,2,Sunday,0,1,0
TXN002273,2024-01-02 12:08:46,UPI,Axis,13242.47,Success,none,12,2,1,Tuesday,0,0,0
TXN002274,2024-02-15 14:51:13,Card,HDFC,43485.99,Success,none,14,15,2,Thursday,0,0,0
TXN002275,2024-01-03 07:45:51,RTGS,SBI,6705.65,Success,none,7,3,1,Wednesday,0,0,0
TXN002276,2024-03-30 04:32:48,NEFT,Axis,17782.95,Success,none,4,30,3,Saturday,0,0,1
TXN002277,2024-02-24 01:45:57,UPI,ICICI,6039.58,Success,none,1,24,2,Saturday,0,1,0
TXN002278,2024-03-28 05:18:58,UPI,Kotak,30869.82,Success,none,5,28,3,Thursday,0,0,1
TXN002279,2024-01-05 09:24:41,UPI,ICICI,47500.96,Success,none,9,5,1,Friday,0,0,0
TXN002280,2024-03-02 05:56:42,NEFT,Axis,14535.63,Success,none,5,2,3,Saturday,0,0,0
TXN002281,2024-01-14 01:39:13,Card,Kotak,45825.46,Success,none,1,14,1,Sunday,0,1,0
TXN002282,2024-01-09 03:14:37,UPI,SBI,29718.31,Success,none,3,9,1,Tuesday,0,0,0
TXN002283,2024-03-04 01:13:21,NEFT,ICICI,21985.49,Success,none,1,4,3,Monday,0,1,0
TXN002284,2024-02-27 02:19:39,UPI,SBI,11689.95,Success,none,2,27,2,Tuesday,0,0,0
TXN002285,2024-01-05 16:31:08,NEFT,Kotak,29033.43,Success,none,16,5,1,Friday,0,0,0
TXN002286,2024-02-11 10:15:31,UPI,Axis,15997.06,Failed,bank_server_timeout,10,11,2,Sunday,1,0,0
TXN002287,2024-01-05 01:42:51,Card,HDFC,21583.83,Failed,outside_neft_hours,1,5,1,Friday,1,1,0
TXN002288,2024-01-31 12:31:44,UPI,ICICI,8363.07,Failed,account_blocked,12,31,1,Wednesday,1,0,1
TXN002289,2024-02-12 14:45:00,UPI,HDFC,14495.09,Success,none,14,12,2,Monday,0,0,0
TXN002290,2024-02-28 20:28:44,Card,HDFC,33355.04,Failed,network_failure,20,28,2,Wednesday,1,0,1
TXN002291,2024-02-23 14:38:02,Card,HDFC,1464.77,Success,none,14,23,2,Friday,0,0,0
TXN002292,2024-03-27 11:21:07,NEFT,HDFC,432.59,Success,none,11,27,3,Wednesday,0,0,0
TXN002293,2024-01-03 12:03:55,NEFT,ICICI,47096.12,Success,none,12,3,1,Wednesday,0,0,0
TXN002294,2024-03-12 01:53:31,NEFT,HDFC,41568.79,Failed,insufficient_funds,1,12,3,Tuesday,1,1,0
TXN002295,2024-03-10 12:59:08,Card,SBI,22275.81,Success,none,12,10,3,Sunday,0,0,0
TXN002296,2024-01-26 12:57:58,UPI,HDFC,49654.55,Success,none,12,26,1,Friday,0,0,0
TXN002297,2024-01-12 07:22:39,Wallet,SBI,37239.45,Success,none,7,12,1,Friday,0,0,0
TXN002298,2024-01-08 05:14:55,UPI,Kotak,16833.32,Success,none,5,8,1,Monday,0,0,0
TXN002299,2024-03-12 09:53:23,NEFT,SBI,35369.81,Success,none,9,12,3,Tuesday,0,0,0
TXN002300,2024-03-30 18:46:37,UPI,SBI,46625.16,Success,none,18,30,3,Saturday,0,0,1
TXN002301,2024-01-31 19:53:31,UPI,Kotak,33090.41,Success,none,19,31,1,Wednesday,0,0,1
TXN002302,2024-01-04 11:02:17,Wallet,SBI,12371.1,Success,none,11,4,1,Thursday,0,0,0
TXN002303,2024-03-25 16:10:29,Wallet,HDFC,13337.77,Failed,bank_server_timeout,16,25,3,Monday,1,0,0
TXN002304,2024-03-12 05:19:13,NEFT,HDFC,10008.79,Success,none,5,12,3,Tuesday,0,0,0
TXN002305,2024-02-20 03:04:50,Card,HDFC,259.57,Failed,fraud_blocked,3,20,2,Tuesday,1,0,0
TXN002306,2024-02-29 08:14:21,UPI,HDFC,2036.76,Success,none,8,29,2,Thursday,0,0,1
TXN002307,2024-02-29 13:16:29,NEFT,Kotak,11812.32,Success,none,13,29,2,Thursday,0,0,1
TXN002308,2024-02-21 12:03:50,RTGS,HDFC,43906.69,Success,none,12,21,2,Wednesday,0,0,0
TXN002309,2024-03-25 22:59:19,UPI,Axis,24562.08,Failed,outside_neft_hours,22,25,3,Monday,1,1,0
TXN002310,2024-02-04 16:10:05,NEFT,ICICI,4917.01,Success,none,16,4,2,Sunday,0,0,0
TXN002311,2024-03-26 12:38:04,Card,ICICI,21037.74,Success,none,12,26,3,Tuesday,0,0,0
TXN002312,2024-01-25 00:28:30,RTGS,SBI,8892.1,Success,none,0,25,1,Thursday,0,1,0
TXN002313,2024-03-05 03:20:22,UPI,Axis,35270.46,Success,none,3,5,3,Tuesday,0,0,0
TXN002314,2024-02-16 23:11:34,Card,Axis,30092.83,Success,none,23,16,2,Friday,0,1,0
TXN002315,2024-01-03 19:29:15,UPI,Kotak,10833.8,Success,none,19,3,1,Wednesday,0,0,0
TXN002316,2024-02-09 17:03:09,UPI,ICICI,13154.1,Success,none,17,9,2,Friday,0,0,0
TXN002317,2024-02-07 23:58:39,Card,Axis,19994.11,Success,none,23,7,2,Wednesday,0,1,0
TXN002318,2024-01-27 01:13:28,NEFT,HDFC,17058.09,Success,none,1,27,1,Saturday,0,1,0
TXN002319,2024-01-30 22:52:54,NEFT,HDFC,28668.03,Failed,network_failure,22,30,1,Tuesday,1,1,1
TXN002320,2024-03-16 16:29:16,RTGS,Kotak,30576.49,Success,none,16,16,3,Saturday,0,0,0
TXN002321,2024-02-22 09:44:56,UPI,SBI,40140.4,Failed,wrong_ifsc,9,22,2,Thursday,1,0,0
TXN002322,2024-03-29 13:38:47,NEFT,Kotak,3266.89,Failed,network_failure,13,29,3,Friday,1,0,1
TXN002323,2024-02-05 03:44:56,NEFT,HDFC,41923.64,Success,none,3,5,2,Monday,0,0,0
TXN002324,2024-03-10 16:38:34,UPI,HDFC,45541.62,Success,none,16,10,3,Sunday,0,0,0
TXN002325,2024-01-21 22:25:10,NEFT,HDFC,47006.69,Failed,wrong_pin,22,21,1,Sunday,1,1,0
TXN002326,2024-03-14 07:33:40,Wallet,SBI,25124.82,Success,none,7,14,3,Thursday,0,0,0
TXN002327,2024-01-05 02:31:53,UPI,ICICI,1309.79,Success,none,2,5,1,Friday,0,0,0
TXN002328,2024-03-07 19:19:09,UPI,ICICI,37520.78,Success,none,19,7,3,Thursday,0,0,0
TXN002329,2024-02-06 16:28:12,RTGS,HDFC,40932.96,Success,none,16,6,2,Tuesday,0,0,0
TXN002330,2024-03-24 16:34:03,UPI,SBI,25275.03,Success,none,16,24,3,Sunday,0,0,0
TXN002331,2024-03-12 03:10:19,NEFT,SBI,37158.33,Success,none,3,12,3,Tuesday,0,0,0
TXN002332,2024-03-30 05:21:57,UPI,Kotak,39651.74,Failed,outside_neft_hours,5,30,3,Saturday,1,0,1
TXN002333,2024-03-24 10:19:16,UPI,ICICI,21315.12,Success,none,10,24,3,Sunday,0,0,0
TXN002334,2024-01-30 08:04:11,UPI,HDFC,5073.99,Success,none,8,30,1,Tuesday,0,0,1
TXN002335,2024-02-25 22:38:45,NEFT,ICICI,21533.78,Failed,duplicate_txn,22,25,2,Sunday,1,1,0
TXN002336,2024-02-24 11:12:57,UPI,ICICI,45392.52,Success,none,11,24,2,Saturday,0,0,0
TXN002337,2024-01-24 17:59:31,NEFT,Axis,36405.12,Success,none,17,24,1,Wednesday,0,0,0
TXN002338,2024-03-15 01:13:14,NEFT,SBI,22668.29,Success,none,1,15,3,Friday,0,1,0
TXN002339,2024-01-03 10:00:08,NEFT,HDFC,22409.56,Success,none,10,3,1,Wednesday,0,0,0
TXN002340,2024-01-11 13:52:05,RTGS,ICICI,7274.19,Success,none,13,11,1,Thursday,0,0,0
TXN002341,2024-01-09 02:52:57,UPI,HDFC,10463.32,Success,none,2,9,1,Tuesday,0,0,0
TXN002342,2024-02-27 14:44:39,UPI,HDFC,20219.43,Success,none,14,27,2,Tuesday,0,0,0
TXN002343,2024-02-20 19:37:24,Card,Kotak,38053.02,Failed,account_blocked,19,20,2,Tuesday,1,0,0
TXN002344,2024-01-25 11:15:29,NEFT,ICICI,41732.74,Failed,outside_neft_hours,11,25,1,Thursday,1,0,0
TXN002345,2024-02-28 03:08:32,NEFT,SBI,13480.43,Failed,fraud_blocked,3,28,2,Wednesday,1,0,1
TXN002346,2024-03-18 03:46:31,NEFT,Axis,15719.51,Success,none,3,18,3,Monday,0,0,0
TXN002347,2024-02-01 05:56:12,NEFT,Axis,25770.11,Success,none,5,1,2,Thursday,0,0,0
TXN002348,2024-03-12 04:10:31,UPI,SBI,21342.53,Failed,bank_server_timeout,4,12,3,Tuesday,1,0,0
TXN002349,2024-03-14 11:40:25,UPI,Kotak,37432.62,Failed,account_blocked,11,14,3,Thursday,1,0,0
TXN002350,2024-03-25 10:39:44,Wallet,SBI,44286.59,Success,none,10,25,3,Monday,0,0,0
TXN002351,2024-03-01 19:04:11,Card,Axis,7079.28,Success,none,19,1,3,Friday,0,0,0
TXN002352,2024-02-10 14:21:14,NEFT,ICICI,5967.41,Success,none,14,10,2,Saturday,0,0,0
TXN002353,2024-03-10 21:35:19,Wallet,ICICI,26171.76,Success,none,21,10,3,Sunday,0,0,0
TXN002354,2024-02-06 01:57:53,NEFT,HDFC,7161.73,Success,none,1,6,2,Tuesday,0,1,0
TXN002355,2024-01-20 20:25:50,Card,ICICI,26017.05,Success,none,20,20,1,Saturday,0,0,0
TXN002356,2024-02-14 22:35:20,UPI,ICICI,46361.27,Success,none,22,14,2,Wednesday,0,1,0
TXN002357,2024-03-23 18:13:37,Wallet,HDFC,26266.48,Success,none,18,23,3,Saturday,0,0,0
TXN002358,2024-01-01 22:53:06,UPI,HDFC,7602.42,Failed,wrong_pin,22,1,1,Monday,1,1,0
TXN002359,2024-01-31 06:38:27,Card,HDFC,34732.85,Success,none,6,31,1,Wednesday,0,0,1
TXN002360,2024-02-02 03:22:03,UPI,Kotak,23487.84,Failed,wrong_ifsc,3,2,2,Friday,1,0,0
TXN002361,2024-03-02 18:47:16,NEFT,HDFC,17313.38,Failed,network_failure,18,2,3,Saturday,1,0,0
TXN002362,2024-01-27 15:49:09,UPI,Axis,29264.97,Success,none,15,27,1,Saturday,0,0,0
TXN002363,2024-03-01 15:11:33,Card,ICICI,28099.5,Success,none,15,1,3,Friday,0,0,0
TXN002364,2024-01-20 16:03:52,UPI,HDFC,5238.52,Failed,bank_server_timeout,16,20,1,Saturday,1,0,0
TXN002365,2024-01-26 12:41:20,NEFT,HDFC,39864.54,Success,none,12,26,1,Friday,0,0,0
TXN002366,2024-03-15 09:02:09,NEFT,Kotak,38621.74,Success,none,9,15,3,Friday,0,0,0
TXN002367,2024-01-27 22:00:36,Wallet,Kotak,33458.0,Failed,bank_server_timeout,22,27,1,Saturday,1,1,0
TXN002368,2024-01-01 06:13:24,Card,HDFC,4657.78,Success,none,6,1,1,Monday,0,0,0
TXN002369,2024-01-15 05:21:01,UPI,Axis,43743.24,Success,none,5,15,1,Monday,0,0,0
TXN002370,2024-03-27 23:43:21,Wallet,HDFC,25634.09,Failed,account_blocked,23,27,3,Wednesday,1,1,0
TXN002371,2024-02-01 18:10:24,UPI,SBI,12114.57,Success,none,18,1,2,Thursday,0,0,0
TXN002372,2024-03-16 03:21:48,NEFT,Axis,17814.08,Success,none,3,16,3,Saturday,0,0,0
TXN002373,2024-01-31 18:35:53,NEFT,Kotak,42125.34,Success,none,18,31,1,Wednesday,0,0,1
TXN002374,2024-03-02 12:47:27,Card,HDFC,42009.82,Success,none,12,2,3,Saturday,0,0,0
TXN002375,2024-02-17 14:00:02,RTGS,ICICI,34299.84,Success,none,14,17,2,Saturday,0,0,0
TXN002376,2024-02-12 06:35:12,RTGS,HDFC,1362.25,Success,none,6,12,2,Monday,0,0,0
TXN002377,2024-02-15 06:02:07,Card,ICICI,36451.73,Success,none,6,15,2,Thursday,0,0,0
TXN002378,2024-02-24 08:24:52,Card,HDFC,19184.63,Success,none,8,24,2,Saturday,0,0,0
TXN002379,2024-03-13 14:06:02,Wallet,HDFC,22159.82,Success,none,14,13,3,Wednesday,0,0,0
TXN002380,2024-01-01 13:04:58,NEFT,ICICI,4796.01,Success,none,13,1,1,Monday,0,0,0
TXN002381,2024-01-25 15:18:15,NEFT,SBI,30378.04,Failed,invalid_account,15,25,1,Thursday,1,0,0
TXN002382,2024-03-03 07:12:32,NEFT,SBI,49787.32,Success,none,7,3,3,Sunday,0,0,0
TXN002383,2024-01-27 14:52:16,RTGS,Kotak,41183.95,Success,none,14,27,1,Saturday,0,0,0
TXN002384,2024-02-15 17:03:54,Wallet,Axis,24565.99,Success,none,17,15,2,Thursday,0,0,0
TXN002385,2024-03-25 22:45:02,RTGS,Kotak,40390.79,Failed,wrong_pin,22,25,3,Monday,1,1,0
TXN002386,2024-02-29 12:12:29,Card,HDFC,35311.41,Failed,bank_server_timeout,12,29,2,Thursday,1,0,1
TXN002387,2024-01-09 00:59:43,NEFT,SBI,2896.79,Success,none,0,9,1,Tuesday,0,1,0
TXN002388,2024-01-07 01:13:43,UPI,Kotak,13946.16,Success,none,1,7,1,Sunday,0,1,0
TXN002389,2024-03-04 14:30:20,RTGS,SBI,16699.98,Success,none,14,4,3,Monday,0,0,0
TXN002390,2024-03-28 08:22:29,UPI,HDFC,45295.66,Success,none,8,28,3,Thursday,0,0,1
TXN002391,2024-02-05 13:26:22,NEFT,Axis,20877.3,Success,none,13,5,2,Monday,0,0,0
TXN002392,2024-01-06 23:16:00,UPI,Kotak,7460.95,Failed,bank_server_timeout,23,6,1,Saturday,1,1,0
TXN002393,2024-02-13 01:11:39,UPI,Kotak,10014.3,Failed,bank_server_timeout,1,13,2,Tuesday,1,1,0
TXN002394,2024-03-02 16:21:20,Card,SBI,15627.11,Success,none,16,2,3,Saturday,0,0,0
TXN002395,2024-01-12 10:17:41,UPI,Kotak,41821.67,Failed,account_blocked,10,12,1,Friday,1,0,0
TXN002396,2024-01-09 13:25:56,UPI,SBI,9206.8,Failed,wrong_ifsc,13,9,1,Tuesday,1,0,0
TXN002397,2024-02-27 09:28:33,RTGS,SBI,38359.46,Success,none,9,27,2,Tuesday,0,0,0
TXN002398,2024-01-22 02:52:19,RTGS,Axis,4155.62,Success,none,2,22,1,Monday,0,0,0
TXN002399,2024-01-24 22:55:39,UPI,HDFC,37395.68,Success,none,22,24,1,Wednesday,0,1,0
TXN002400,2024-01-31 03:29:14,UPI,ICICI,8982.4,Failed,wrong_ifsc,3,31,1,Wednesday,1,0,1
TXN002401,2024-02-10 04:38:59,UPI,HDFC,13712.69,Failed,invalid_account,4,10,2,Saturday,1,0,0
TXN002402,2024-01-26 04:20:19,RTGS,ICICI,4711.36,Success,none,4,26,1,Friday,0,0,0
TXN002403,2024-02-05 07:16:48,UPI,Kotak,22538.69,Success,none,7,5,2,Monday,0,0,0
TXN002404,2024-03-21 18:04:20,UPI,Kotak,19345.47,Success,none,18,21,3,Thursday,0,0,0
TXN002405,2024-01-21 10:52:47,Wallet,Axis,17411.38,Success,none,10,21,1,Sunday,0,0,0
TXN002406,2024-03-18 07:26:48,UPI,ICICI,35012.73,Success,none,7,18,3,Monday,0,0,0
TXN002407,2024-03-21 13:42:30,Card,ICICI,4628.8,Success,none,13,21,3,Thursday,0,0,0
TXN002408,2024-01-26 01:40:54,UPI,ICICI,1669.26,Failed,bank_server_timeout,1,26,1,Friday,1,1,0
TXN002409,2024-02-16 03:19:08,UPI,Kotak,16217.25,Success,none,3,16,2,Friday,0,0,0
TXN002410,2024-03-04 21:57:40,NEFT,SBI,16186.37,Success,none,21,4,3,Monday,0,0,0
TXN002411,2024-02-04 20:15:38,Card,SBI,8021.65,Success,none,20,4,2,Sunday,0,0,0
TXN002412,2024-02-02 16:30:08,RTGS,SBI,9436.86,Success,none,16,2,2,Friday,0,0,0
TXN002413,2024-01-16 19:13:29,NEFT,HDFC,37627.05,Success,none,19,16,1,Tuesday,0,0,0
TXN002414,2024-02-29 20:48:39,NEFT,Kotak,34755.47,Success,none,20,29,2,Thursday,0,0,1
TXN002415,2024-02-15 23:30:10,Card,ICICI,36196.29,Success,none,23,15,2,Thursday,0,1,0
TXN002416,2024-02-16 20:26:26,RTGS,ICICI,2102.44,Success,none,20,16,2,Friday,0,0,0
TXN002417,2024-01-23 17:57:56,Card,Kotak,5481.98,Success,none,17,23,1,Tuesday,0,0,0
TXN002418,2024-01-27 03:39:23,Wallet,Axis,29694.49,Failed,bank_server_timeout,3,27,1,Saturday,1,0,0
TXN002419,2024-03-30 13:14:22,UPI,Kotak,48265.26,Success,none,13,30,3,Saturday,0,0,1
TXN002420,2024-01-20 06:27:01,Wallet,Kotak,37617.32,Failed,wrong_ifsc,6,20,1,Saturday,1,0,0
TXN002421,2024-03-17 13:29:59,Wallet,SBI,15532.75,Success,none,13,17,3,Sunday,0,0,0
TXN002422,2024-03-18 19:36:22,UPI,Axis,8350.57,Failed,bank_server_timeout,19,18,3,Monday,1,0,0
TXN002423,2024-01-20 10:58:51,Card,ICICI,15445.58,Success,none,10,20,1,Saturday,0,0,0
TXN002424,2024-03-24 06:43:50,UPI,SBI,36234.31,Failed,fraud_blocked,6,24,3,Sunday,1,0,0
TXN002425,2024-03-23 02:33:00,Card,SBI,23919.47,Success,none,2,23,3,Saturday,0,0,0
TXN002426,2024-02-15 17:02:42,NEFT,Axis,34969.11,Success,none,17,15,2,Thursday,0,0,0
TXN002427,2024-03-05 21:34:14,NEFT,Axis,35340.58,Success,none,21,5,3,Tuesday,0,0,0
TXN002428,2024-01-10 07:17:17,NEFT,ICICI,38175.91,Success,none,7,10,1,Wednesday,0,0,0
TXN002429,2024-03-16 01:49:38,UPI,ICICI,41007.57,Success,none,1,16,3,Saturday,0,1,0
TXN002430,2024-02-11 05:22:19,NEFT,Kotak,3675.67,Success,none,5,11,2,Sunday,0,0,0
TXN002431,2024-03-12 21:19:29,Wallet,SBI,11162.53,Success,none,21,12,3,Tuesday,0,0,0
TXN002432,2024-03-15 13:12:21,UPI,ICICI,17058.56,Success,none,13,15,3,Friday,0,0,0
TXN002433,2024-02-29 06:43:23,NEFT,Axis,45737.84,Success,none,6,29,2,Thursday,0,0,1
TXN002434,2024-01-14 09:44:58,NEFT,SBI,10640.49,Success,none,9,14,1,Sunday,0,0,0
TXN002435,2024-02-02 23:17:39,NEFT,HDFC,21342.99,Failed,duplicate_txn,23,2,2,Friday,1,1,0
TXN002436,2024-03-06 13:29:59,Card,SBI,13124.87,Success,none,13,6,3,Wednesday,0,0,0
TXN002437,2024-01-18 10:18:25,UPI,Kotak,41728.2,Success,none,10,18,1,Thursday,0,0,0
TXN002438,2024-01-09 00:33:58,UPI,SBI,32827.84,Failed,wrong_pin,0,9,1,Tuesday,1,1,0
TXN002439,2024-01-16 14:53:10,UPI,Kotak,25397.82,Success,none,14,16,1,Tuesday,0,0,0
TXN002440,2024-01-02 03:00:12,NEFT,Axis,21180.61,Failed,duplicate_txn,3,2,1,Tuesday,1,0,0
TXN002441,2024-01-26 02:41:45,Card,SBI,30221.44,Success,none,2,26,1,Friday,0,0,0
TXN002442,2024-02-13 17:12:18,NEFT,Axis,35629.97,Success,none,17,13,2,Tuesday,0,0,0
TXN002443,2024-02-05 10:11:22,UPI,HDFC,49038.65,Success,none,10,5,2,Monday,0,0,0
TXN002444,2024-02-07 05:33:14,Card,SBI,7604.32,Success,none,5,7,2,Wednesday,0,0,0
TXN002445,2024-03-09 16:44:43,NEFT,HDFC,25793.32,Success,none,16,9,3,Saturday,0,0,0
TXN002446,2024-03-25 16:23:07,NEFT,SBI,23291.68,Failed,account_blocked,16,25,3,Monday,1,0,0
TXN002447,2024-02-14 16:27:42,NEFT,Kotak,34350.74,Success,none,16,14,2,Wednesday,0,0,0
TXN002448,2024-02-02 18:20:34,RTGS,SBI,27183.15,Success,none,18,2,2,Friday,0,0,0
TXN002449,2024-02-04 15:36:11,NEFT,Axis,16299.16,Success,none,15,4,2,Sunday,0,0,0
